TF_gene,tissue_bladder,TF_transcript_id_bladder,target_gene_bladder,target_transcript_id_bladder,importance_bladder,bladder_percentage,bladder_opposite_percentage,tissue_uterus,TF_transcript_id_uterus,target_gene_uterus,target_transcript_id_uterus,importance_uterus,uterus_percentage,uterus_opposite_percentage,log2FoldChange,regulation_status,is_common_TF
ITGAL,bladder,0,PARP10,PARP10-201,3.9005906744482095,0.06539928064845238,0.9346007193515476,uterus,ITGAL-201,TBX21,TBX21-201,4.368571895555844,0.0,0.0,0.0,0,False
DMTF1,bladder,DMTF1-223,PBX1,PBX1-211,3.8989240095262856,0.03405257803715801,0.965947421962842,uterus,DMTF1-229,HDAC1,HDAC1-206,4.169420089123482,0.9067870729960372,0.09321292700396278,0.0,0,False
TRIM22,bladder,TRIM22-201,PARP14,PARP14-202,3.893392231360239,0.1045506084721054,0.8954493915278946,uterus,0,TRIM22,TRIM22-210,4.786588187753457,0.9099581335704424,0.09004186642955758,0.0,0,False
GGA3,bladder,GGA3-221,FUS,FUS-204,3.892838021623672,0.08863289056071473,0.9113671094392852,uterus,GGA3-215,MEOX2,MEOX2-201,4.450698235100084,0.854034525220139,0.145965474779861,2.93028727029023,Upregulated,False
RPL7,bladder,RPL7-207,ASH1L,ASH1L-202,3.8865050405918704,0.11445966514459663,0.8855403348554034,uterus,RPL7-207,FOXJ3,FOXJ3-203,4.453950370653092,0.9112178992331841,0.08878210076681592,0.0,0,False
HEYL,bladder,0,HEYL,HEYL-201,3.8861902455147854,0.042924615450208654,0.9570753845497914,uterus,0,HEYL,HEYL-201,5.302978533596997,0.9570753845497912,0.04292461545020876,0.0,0,False
MINK1,bladder,MINK1-210,ZNF274,ZNF274-204,3.884544114657104,0.0691559749151372,0.9308440250848629,uterus,MINK1-207,DMTF1,DMTF1-231,4.66380117648066,0.9307584729371856,0.06924152706281439,0.0,0,False
FADS3,bladder,FADS3-201,ID1,ID1-201,3.8843996407345607,0.5123172324927967,0.4876827675072033,uterus,FADS3-211,HDGF,HDGF-207,4.421246075345033,0.9360984875808507,0.06390151241914932,0.0,0,False
HIF1A,bladder,0,HIF1A,HIF1A-202,3.884017879004026,0.16566884154961137,0.8343311584503886,uterus,0,HIF1A,HIF1A-202,4.827285034515108,0.8343311584503886,0.16566884154961137,0.0,0,False
EIF1,bladder,EIF1-201,HDAC7,HDAC7-202,3.882886493688343,0.11025034332073579,0.8897496566792642,uterus,EIF1-202,DDX5,DDX5-227,5.69565977957772,0.9109275222681195,0.08907247773188054,0.0,0,False
TRAPPC12,bladder,TRAPPC12-221,E2F5,E2F5-201,3.879561710126015,0.06699736664829443,0.9330026333517055,uterus,TRAPPC12-211,TLE5,TLE5-210,4.727740944209285,0.891889489667432,0.10811051033256802,0.0,0,False
SGSM3,bladder,SGSM3-206,SP100,SP100-202,3.878511911732612,0.14886585549046125,0.8511341445095387,uterus,0,ZSCAN18,ZSCAN18-210,3.9705722219117057,0.9286173633440515,0.07138263665594846,0.0,0,False
VPS13C,bladder,VPS13C-201,NCOR2,NCOR2-205,3.876822843248928,0.12424296721017739,0.8757570327898226,uterus,VPS13C-201,NCOA4,NCOA4-204,4.037916648481656,0.8454286929472692,0.1545713070527308,0.0,0,False
CLK1,bladder,CLK1-213,JARID2,JARID2-201,3.876306591677968,0.10568770243228186,0.8943122975677181,uterus,CLK1-201,RELA,RELA-205,4.651889089101712,0.9250029356888431,0.07499706431115694,-5.07582011728474,Downregulated,False
PER2,bladder,PER2-201,PIAS3,PIAS3-203,3.872603026845889,0.10924305692854103,0.890756943071459,uterus,0,PER2,PER2-201,4.317117615765183,0.8937247777223981,0.10627522227760189,0.0,0,False
CTTN,bladder,CTTN-208,YBX1,YBX1-202,3.87254860599818,0.17604642313546412,0.8239535768645359,uterus,CTTN-206,ASXL1,ASXL1-204,4.649305917597252,0.9085937563201281,0.09140624367987193,0.0,0,False
NR2C1,bladder,NR2C1-216,STAT2,STAT2-206,3.86991425038492,0.0905070005827593,0.9094929994172407,uterus,NR2C1-201,NR2C1,NR2C1-212,5.971518642192879,0.9037363126246752,0.09626368737532476,0.0,0,False
STAT6,bladder,STAT6-206,AEBP2,AEBP2-201,3.869663402100087,0.11100132366375212,0.8889986763362479,uterus,STAT6-223,STAT6,STAT6-217,4.227952572747375,0.8931068525756327,0.10689314742436729,0.0,0,False
RANBP9,bladder,RANBP9-202,TRIM22,TRIM22-210,3.8636090413288944,0.09004186642955762,0.9099581335704424,uterus,RANBP9-202,ZNF76,ZNF76-201,3.888099495059268,0.9127635934618512,0.08723640653814879,0.0,0,False
ECHDC2,bladder,ECHDC2-218,E4F1,E4F1-209,3.8605548455957903,0.09772859851246901,0.902271401487531,uterus,ECHDC2-222,ZNF76,ZNF76-201,5.883727033205817,0.9127635934618512,0.08723640653814879,0.0,0,False
PLSCR1,bladder,PLSCR1-214,NCOA6,NCOA6-204,3.8603822720305554,0.1339450677621461,0.8660549322378539,uterus,PLSCR1-206,PLSCR1,PLSCR1-212,3.9983780027846327,0.9268934455375134,0.0731065544624866,-5.50492772039977,Downregulated,False
ELP4,bladder,ELP4-212,SKI,SKI-201,3.8556922251455568,0.08743875358719791,0.9125612464128021,uterus,ELP4-218,ZEB2,ZEB2-218,3.9795609268845102,0.9016025852403876,0.09839741475961239,0.0,0,False
RAB23,bladder,RAB23-202,PURB,PURB-201,3.854315346918688,0.11686356844905825,0.8831364315509418,uterus,RAB23-202,YAP1,YAP1-201,6.051362213381323,0.8844335962571199,0.11556640374288008,0.0,0,False
MAPK8IP3,bladder,MAPK8IP3-202,PAWR,PAWR-207,3.853089239277713,0.0,0.0,uterus,MAPK8IP3-210,SMARCC2,SMARCC2-207,4.046786451956233,0.921942833112763,0.07805716688723696,4.70367915707346,Upregulated,False
FOXO1,bladder,FOXO1-201,ZBTB16,ZBTB16-201,3.852987138473381,0.11816493846650637,0.8818350615334937,uterus,0,FOXO1,FOXO1-201,4.416256862417589,0.9506767425002235,0.04932325749977651,0.0,0,False
DUS1L,bladder,DUS1L-206,ZNF451,ZNF451-203,3.851912699527437,0.10381411288607491,0.8961858871139251,uterus,0,MTA1,MTA1-211,4.774646488391375,0.8888335557724614,0.11116644422753863,-2.8080883008369,Downregulated,False
PSMD4,bladder,PSMD4-208,SSRP1,SSRP1-202,3.8490614559757046,0.07321195226064985,0.9267880477393502,uterus,PSMD4-202,COPS5,COPS5-201,4.355577343171316,0.8629405979581821,0.13705940204181788,0.0,0,False
PSMC4,bladder,PSMC4-201,MAFG,MAFG-201,3.8478563333584113,0.13079073689448892,0.869209263105511,uterus,PSMC4-206,ZNF335,ZNF335-201,3.9842379205076632,0.9083985753442644,0.09160142465573562,0.0,0,False
UBA6,bladder,UBA6-201,SP3,SP3-206,3.846081049062933,0.09548629768941427,0.9045137023105857,uterus,0,NFE2L2,NFE2L2-210,3.944287291092027,0.9165878949328291,0.0834121050671709,0.0,0,False
UBQLN1,bladder,UBQLN1-206,YBX3,YBX3-216,3.843736162261673,0.12641042384850196,0.873589576151498,uterus,UBQLN1-201,DR1,DR1-201,4.533674523340288,0.8861563631300473,0.11384363686995269,0.0,0,False
SPEG,bladder,SPEG-201,RUNX1,RUNX1-202,3.838835021943607,0.4650828795404225,0.5349171204595775,uterus,SPEG-204,SMARCD3,SMARCD3-205,3.889758639232359,0.9172930890232921,0.0827069109767079,0.0,0,False
ARNT2,bladder,0,UBP1,UBP1-204,3.838303948513728,0.13646832385766408,0.863531676142336,uterus,0,ARNT2,ARNT2-201,5.675748640717344,0.8821232439832605,0.11787675601673953,0.0,0,False
CD2,bladder,0,NFX1,NFX1-204,3.837506124868264,0.09673787962175412,0.9032621203782458,uterus,0,GFI1,GFI1-203,4.267699042327843,0.0,0.0,0.0,0,False
HGS,bladder,HGS-209,ELF4,ELF4-201,3.833903405654618,0.13198979909187036,0.8680102009081296,uterus,HGS-201,ZNF316,ZNF316-201,6.5043171392814045,0.8981046318335698,0.10189536816643019,0.0,0,False
RPL17,bladder,RPL17-217,TAF12,TAF12-204,3.833867000642967,0.10133082288501861,0.8986691771149814,uterus,RPL17-208,SFPQ,SFPQ-202,4.713941319924492,0.9045566270710954,0.09544337292890459,0.0,0,False
N4BP2L2,bladder,N4BP2L2-212,MAML2,MAML2-201,3.8320307454218057,0.17312886749828105,0.826871132501719,uterus,N4BP2L2-215,ZBTB44,ZBTB44-205,6.539047795005456,0.8841802880725035,0.11581971192749652,0.0,0,False
TIMM8B,bladder,TIMM8B-203,SFPQ,SFPQ-201,3.83083795055562,0.10411743575305092,0.8958825642469491,uterus,0,KMT2A,KMT2A-213,4.107434731201344,0.8969991121043128,0.10300088789568718,0.0,0,False
MBTPS1,bladder,MBTPS1-204,FUS,FUS-208,3.829312174509072,0.06795712978695596,0.932042870213044,uterus,MBTPS1-204,ZNF76,ZNF76-201,4.224660908744442,0.9127635934618512,0.08723640653814879,0.0,0,False
CENATAC,bladder,CENATAC-203,NFYC,NFYC-219,3.828466438252963,0.08667975375936271,0.9133202462406373,uterus,CENATAC-201,NR2C1,NR2C1-212,4.815603655605807,0.9037363126246752,0.09626368737532476,0.0,0,False
TP53INP2,bladder,TP53INP2-202,FOXJ3,FOXJ3-203,3.817566866808365,0.0887821007668159,0.9112178992331841,uterus,0,TFDP1,TFDP1-201,3.8430734937889777,0.8874091641582291,0.11259083584177088,-5.09344807477454,Downregulated,False
CREB3,bladder,0,CREB3,CREB3-201,3.813716375989873,0.11043318810143248,0.8895668118985676,uterus,0,CREB3,CREB3-201,5.756516096561841,0.8895668118985675,0.11043318810143254,0.0,0,False
COMMD4,bladder,COMMD4-201,ZBTB48,ZBTB48-202,3.8132765320326816,0.09955676988463878,0.9004432301153612,uterus,COMMD4-213,HINFP,HINFP-205,3.9562382094672897,0.9185257924939393,0.08147420750606071,0.0,0,False
KDSR,bladder,KDSR-205,NME2,NME2-201,3.812595400398215,0.14131547897326302,0.858684521026737,uterus,KDSR-206,ZNF160,ZNF160-213,4.152881500622343,0.9260053329489766,0.07399466705102342,0.0,0,False
HOXA4,bladder,HOXA4-202,HIC1,HIC1-206,3.8071017712316464,0.08521099925016284,0.9147890007498372,uterus,0,HOXA4,HOXA4-202,5.492191020163351,0.906015668048202,0.093984331951798,0.0,0,False
ZC3H7A,bladder,ZC3H7A-214,ABL1,ABL1-203,3.8028068809136166,0.11912026618436855,0.8808797338156314,uterus,ZC3H7A-214,ZNF91,ZNF91-210,5.428576897704463,0.9232227357002518,0.07677726429974818,0.0,0,False
METTL3,bladder,METTL3-212,PHF1,PHF1-202,3.802535610302036,0.0931258504691398,0.9068741495308602,uterus,METTL3-204,TLE5,TLE5-212,4.068533486566944,0.9101035795634029,0.08989642043659707,0.0,0,False
NRSN2,bladder,NRSN2-202,NFIC,NFIC-202,3.801837602933354,0.10365053516940444,0.8963494648305955,uterus,NRSN2-202,NACC1,NACC1-201,3.914308642932376,0.867583914058143,0.13241608594185705,0.0,0,False
TRIP10,bladder,TRIP10-202,EBF3,EBF3-202,3.8017682691132846,0.1362150472741903,0.8637849527258097,uterus,TRIP10-202,ETS2,ETS2-203,4.097482823780252,0.8772187883453118,0.12278121165468825,0.0,0,False
WDR33,bladder,WDR33-204,NFIX,NFIX-214,3.7976656916424143,0.0,0.0,uterus,0,COPS5,COPS5-210,5.3028049378564095,0.9243641567701926,0.07563584322980743,0.0,0,False
IDO1,bladder,0,HES6,HES6-203,3.79254272429005,0.03952083333333334,0.9604791666666667,uterus,0,SP5,SP5-201,3.911714947145161,0.9310853570943257,0.06891464290567428,0.0,0,False
TMEM91,bladder,TMEM91-209,NFKB2,NFKB2-203,3.7909947315736376,0.1336165638299439,0.8663834361700561,uterus,TMEM91-203,RELA,RELA-205,5.317812826277824,0.9250029356888431,0.07499706431115694,0.0,0,False
WAC,bladder,WAC-201,TBL1XR1,TBL1XR1-215,3.7897624405382655,0.09449284614518004,0.90550715385482,uterus,WAC-201,COPS5,COPS5-210,4.09549181162796,0.9243641567701926,0.07563584322980743,0.0,0,False
GTF3C1,bladder,0,HDAC7,HDAC7-201,3.789424922834086,0.09219381789721244,0.9078061821027875,uterus,0,ZNF512B,ZNF512B-201,4.807650524762111,0.8993603009609229,0.1006396990390771,0.0,0,False
TMEM94,bladder,TMEM94-231,MTA2,MTA2-203,3.7884132830749686,0.09005677522235819,0.9099432247776418,uterus,TMEM94-216,RBCK1,RBCK1-214,5.451730798360551,0.9061824109300257,0.09381758906997428,0.0,0,False
NR1H3,bladder,NR1H3-221,PGR,PGR-202,3.787697004697256,0.005874562482262793,0.9941254375177372,uterus,NR1H3-225,NR1H3,NR1H3-217,4.1860480217336375,0.8508942002339963,0.1491057997660037,0.0,0,False
PIAS4,bladder,0,ZBTB18,ZBTB18-202,3.7845110316576855,0.1414877264004124,0.8585122735995876,uterus,0,PIAS4,PIAS4-201,6.375363207466409,0.8860258073460818,0.11397419265391817,0.0,0,False
LRRC37B,bladder,LRRC37B-202,ZNF160,ZNF160-207,3.783588257502931,0.09878487848784877,0.9012151215121512,uterus,LRRC37B-205,TLE5,TLE5-212,3.819148664506314,0.9101035795634029,0.08989642043659707,0.0,0,False
CLIP1,bladder,CLIP1-205,SMARCA4,SMARCA4-203,3.782903377613061,0.11861984483462633,0.8813801551653737,uterus,0,YAP1,YAP1-208,6.0778509493811645,0.8939886760631248,0.10601132393687518,0.0,0,False
KCMF1,bladder,0,DRAP1,DRAP1-201,3.780783241683429,0.11549559368227467,0.8845044063177253,uterus,KCMF1-201,MAML1,MAML1-201,4.053739140442182,0.9017873398858858,0.09821266011411423,0.0,0,False
NFYB,bladder,NFYB-205,FOXJ3,FOXJ3-202,3.779738276620031,0.11404480294228281,0.8859551970577172,uterus,0,NFYB,NFYB-205,5.2959377010206445,0.8400056385678037,0.15999436143219625,0.0,0,False
GNL1,bladder,GNL1-203,RBCK1,RBCK1-214,3.7783087109704754,0.09381758906997435,0.9061824109300256,uterus,GNL1-204,FUS,FUS-204,4.589085477558168,0.9113671094392852,0.08863289056071477,0.0,0,False
DELE1,bladder,DELE1-201,HDAC7,HDAC7-225,3.7772732248487872,0.10870167122589788,0.8912983287741021,uterus,DELE1-204,NR2C2,NR2C2-210,4.761950244457841,0.9043040027805131,0.09569599721948685,0.0,0,False
E2F1,bladder,E2F1-201,VHL,VHL-202,3.776319318432297,0.11476963253124414,0.8852303674687558,uterus,0,E2F1,E2F1-201,3.9316205251525096,0.7774861475648877,0.22251385243511235,0.0,0,False
RNFT2,bladder,0,ZNF692,ZNF692-205,3.776168443902085,0.09405320630610602,0.905946793693894,uterus,0,PHB1,PHB1-212,4.186750284618807,0.0,0.0,0.0,0,False
RNF220,bladder,RNF220-207,CUX1,CUX1-221,3.7732641367351154,0.08083648954388067,0.9191635104561193,uterus,RNF220-210,SSRP1,SSRP1-202,3.881841009271183,0.9267880477393502,0.0732119522606498,0.0,0,False
EMD,bladder,EMD-205,MEIS1,MEIS1-211,3.772647182630095,0.049979802431052836,0.9500201975689472,uterus,EMD-209,SF1,SF1-211,4.569744933916951,0.9076002061610435,0.09239979383895647,0.0,0,False
CFB,bladder,CFB-278,ERG,ERG-211,3.766172791108551,0.054806587514362334,0.9451934124856377,uterus,CFB-278,AEBP2,AEBP2-202,3.837828815433708,0.8729425783868325,0.12705742161316746,0.0,0,False
WDR27,bladder,WDR27-207,YBX3,YBX3-201,3.7655140131522975,0.16131261479901066,0.8386873852009893,uterus,0,FUS,FUS-208,4.174373010827576,0.9320428702130441,0.0679571297869559,0.0,0,False
CLEC2D,bladder,0,PLAGL1,PLAGL1-204,3.765202641140706,0.17121343623184998,0.82878656376815,uterus,CLEC2D-203,XPC,XPC-202,4.699304399813992,0.9280103236858714,0.07198967631412856,0.0,0,False
CYC1,bladder,CYC1-203,TLE4,TLE4-226,3.76451105871158,0.1370931086325653,0.8629068913674347,uterus,0,PHB1,PHB1-201,4.583540935681625,0.8665130909522899,0.1334869090477101,0.0,0,False
SUPT20H,bladder,SUPT20H-203,ZNF653,ZNF653-201,3.758116217099727,0.10417490537257781,0.8958250946274222,uterus,0,MEIS3,MEIS3-209,3.985498511856721,0.9859324847814056,0.014067515218594395,-4.40916067792122,Downregulated,False
SLC35B1,bladder,SLC35B1-206,CC2D1B,CC2D1B-206,3.755524502709048,0.09473501000783223,0.9052649899921678,uterus,SLC35B1-209,PHB1,PHB1-203,3.914930120780201,0.8682793136320306,0.1317206863679694,0.0,0,False
RBM5,bladder,RBM5-213,MLX,MLX-206,3.746260921309417,0.1342092337917485,0.8657907662082515,uterus,RBM5-226,DMAP1,DMAP1-214,4.0093236923398905,0.9097099654908986,0.09029003450910145,0.0,0,False
ADD1,bladder,ADD1-210,ATRX,ATRX-212,3.7445629072461086,0.07123098201936381,0.9287690179806362,uterus,ADD1-201,YAP1,YAP1-208,4.89000194024975,0.8939886760631248,0.10601132393687518,0.0,0,False
TP53,bladder,TP53-225,TP53,TP53-201,3.743460120479709,0.11012458907704636,0.8898754109229536,uterus,TP53-201,TP53,TP53-225,5.451068403478509,0.8898754109229536,0.11012458907704636,0.0,0,False
PCYT1A,bladder,0,STAT5B,STAT5B-201,3.743010567641684,0.08669871736921461,0.9133012826307854,uterus,0,PBRM1,PBRM1-206,3.859508639814541,0.0,0.0,0.0,0,False
TTC7B,bladder,TTC7B-202,NCOA1,NCOA1-206,3.742119427383494,0.1275952693823916,0.8724047306176084,uterus,TTC7B-203,ABL1,ABL1-201,4.5684826445902535,0.8588164548455286,0.1411835451544714,0.0,0,False
UQCC2,bladder,0,ZNF267,ZNF267-201,3.741852148810607,0.1253290109595967,0.8746709890404033,uterus,UQCC2-202,CREBRF,CREBRF-201,5.1120368990947584,0.8890524005886421,0.1109475994113579,0.0,0,False
CDK5RAP3,bladder,CDK5RAP3-237,SON,SON-217,3.73925213429468,0.1011277017855278,0.8988722982144722,uterus,CDK5RAP3-223,PIAS3,PIAS3-206,5.958706773720575,0.8896880769138555,0.11031192308614446,-6.12760326239606,Downregulated,False
PCED1A,bladder,PCED1A-202,PLAGL1,PLAGL1-203,3.738747754850219,0.15695882217621354,0.8430411778237865,uterus,0,E2F5,E2F5-201,5.257544818570393,0.9330026333517055,0.06699736664829448,0.0,0,False
DNAJA1,bladder,DNAJA1-202,TRIM27,TRIM27-205,3.738146113620733,0.08349496628798371,0.9165050337120163,uterus,DNAJA1-201,SRSF2,SRSF2-206,4.966878107061136,0.8412932077596927,0.15870679224030726,-3.73851396263298,Downregulated,False
BMAL2,bladder,0,LYAR,LYAR-201,3.73767807709466,0.13486023305504774,0.8651397669449523,uterus,0,BMAL2,BMAL2-208,4.972451461756164,0.7377961234745156,0.2622038765254844,0.0,0,False
FBXO17,bladder,FBXO17-201,PA2G4,PA2G4-203,3.737371744650531,0.09139196497553441,0.9086080350244656,uterus,0,FUS,FUS-208,3.980722783603933,0.9320428702130441,0.0679571297869559,0.0,0,False
LYL1,bladder,LYL1-201,NFKB2,NFKB2-207,3.733836221987136,0.11559359724757173,0.8844064027524283,uterus,0,LYL1,LYL1-201,6.944712588247863,0.8916267126862295,0.1083732873137705,0.0,0,False
PRKAA1,bladder,PRKAA1-208,PHF8,PHF8-211,3.7293463114119727,0.11101306036004234,0.8889869396399577,uterus,PRKAA1-204,ZHX3,ZHX3-201,4.440918060829043,0.0,0.0,0.0,0,False
AP3D1,bladder,0,MAFG,MAFG-201,3.729038200941732,0.13079073689448892,0.869209263105511,uterus,AP3D1-211,MLXIP,MLXIP-207,3.93633326855948,0.9257159728373191,0.0742840271626809,0.0,0,False
MAP2K5,bladder,MAP2K5-201,SALL2,SALL2-207,3.728933757879454,0.07563435986312934,0.9243656401368706,uterus,0,SATB1,SATB1-209,3.9514575919504513,0.766510112144158,0.23348988785584202,0.0,0,False
ALDH3A2,bladder,ALDH3A2-210,RXRG,RXRG-201,3.7285048175039095,0.0,0.0,uterus,ALDH3A2-210,NFE2L2,NFE2L2-210,4.926525080841315,0.9165878949328291,0.0834121050671709,0.0,0,False
EIF3M,bladder,EIF3M-201,APEX1,APEX1-201,3.726913864050042,0.11872246907419319,0.8812775309258069,uterus,EIF3M-203,NPM1,NPM1-202,4.139317698484838,0.9102377637606651,0.08976223623933488,0.0,0,False
PFDN5,bladder,PFDN5-206,NFE2L2,NFE2L2-205,3.726886247778807,0.0,0.0,uterus,PFDN5-206,PHF1,PHF1-208,4.233648866348412,0.9151427712654042,0.08485722873459578,0.0,0,False
CDH6,bladder,CDH6-202,MTA1,MTA1-204,3.725524389610465,0.07926137340531617,0.9207386265946839,uterus,CDH6-201,ZEB2,ZEB2-204,4.060490878854383,0.8449899085118983,0.15501009148810174,0.0,0,False
AFTPH,bladder,AFTPH-205,TP53BP1,TP53BP1-216,3.7224067898697495,0.0839231547017189,0.916076845298281,uterus,AFTPH-201,SIRT1,SIRT1-201,4.477023805551449,0.8856402401011703,0.11435975989882974,0.0,0,False
USB1,bladder,USB1-210,GTF2I,GTF2I-208,3.7213166966633215,0.09658208075570922,0.9034179192442908,uterus,USB1-201,YBX1,YBX1-201,3.868415586915588,0.848938114208327,0.151061885791673,0.0,0,False
MRPL38,bladder,0,HSF1,HSF1-204,3.721064341416256,0.12352717911482225,0.8764728208851778,uterus,0,CXXC1,CXXC1-206,4.263377265058629,0.9018302828618969,0.09816971713810307,0.0,0,False
SENP6,bladder,SENP6-212,ZNF76,ZNF76-202,3.719265475438292,0.11927992210957766,0.8807200778904223,uterus,SENP6-205,GABPA,GABPA-202,5.162710313783862,0.9152539846575779,0.0847460153424221,0.0,0,False
CAV2,bladder,0,ZNF195,ZNF195-204,3.7187474105395375,0.1468426367329685,0.8531573632670315,uterus,0,SALL1,SALL1-201,5.4736602995350285,0.0,0.0,0.0,0,False
FKBP11,bladder,FKBP11-213,E2F4,E2F4-211,3.718665832511587,0.08016962108251739,0.9198303789174826,uterus,FKBP11-213,KMT2B,KMT2B-202,5.066339727532676,0.8846558530057694,0.11534414699423057,0.0,0,False
VPS13D,bladder,VPS13D-212,PLAGL2,PLAGL2-201,3.7158956086047774,0.08982653911800897,0.910173460881991,uterus,VPS13D-213,ASH1L,ASH1L-201,4.8951253061538775,0.8829454034776145,0.11705459652238548,0.0,0,False
UACA,bladder,UACA-203,IRF3,IRF3-211,3.714630185911362,0.11262829000737946,0.8873717099926205,uterus,UACA-207,DMTF1,DMTF1-234,4.051562403638193,0.0,0.0,0.0,0,False
POLDIP2,bladder,0,MAFG,MAFG-201,3.706146629860584,0.13079073689448892,0.869209263105511,uterus,POLDIP2-201,NACC1,NACC1-201,4.421173578119686,0.867583914058143,0.13241608594185705,0.0,0,False
RPL10,bladder,RPL10-213,BRD4,BRD4-203,3.706092950863877,0.10776681174523388,0.8922331882547662,uterus,0,NSD1,NSD1-202,4.129678130952217,0.8965543756584057,0.10344562434159432,0.0,0,False
PMPCB,bladder,PMPCB-202,CREBZF,CREBZF-204,3.7060507202384296,0.07993854879277831,0.9200614512072217,uterus,PMPCB-207,ZNF91,ZNF91-210,7.333286138729968,0.9232227357002518,0.07677726429974818,0.0,0,False
GNL3,bladder,0,FLYWCH1,FLYWCH1-202,3.7041819400024254,0.0,0.0,uterus,GNL3-212,YY1,YY1-206,3.896130188087428,0.9162093296746374,0.08379067032536258,0.0,0,False
ANKRD12,bladder,ANKRD12-201,CARF,CARF-202,3.703815038059071,0.10852249558243854,0.8914775044175615,uterus,ANKRD12-201,HMGB1,HMGB1-203,4.376112062617242,0.9093414761541243,0.0906585238458757,0.0,0,False
RSRC2,bladder,RSRC2-215,NR2C1,NR2C1-218,3.701816102397148,0.0887814326354655,0.9112185673645345,uterus,RSRC2-201,E2F5,E2F5-201,4.981333478036234,0.9330026333517055,0.06699736664829448,0.0,0,False
ABHD17A,bladder,ABHD17A-205,ESRRA,ESRRA-205,3.700693484473957,0.0,0.0,uterus,0,CREB3,CREB3-202,4.202783012323471,0.902041105153083,0.097958894846917,0.0,0,False
MRAS,bladder,MRAS-202,NFIC,NFIC-208,3.69992741924581,0.08762960118492515,0.9123703988150749,uterus,0,CREB3,CREB3-201,4.603124398035189,0.8895668118985675,0.11043318810143254,0.0,0,False
TES,bladder,TES-202,KLF3,KLF3-203,3.699361291667393,0.13013050153531214,0.8698694984646879,uterus,TES-201,AKNA,AKNA-205,4.127283018662742,0.9539247700958831,0.04607522990411694,-6.62460418927559,Downregulated,False
GALT,bladder,GALT-222,TET1,TET1-201,3.69570012111206,0.06282828282828283,0.9371717171717172,uterus,GALT-220,RARG,RARG-203,4.472055547137375,0.895745644455846,0.10425435554415396,0.0,0,False
YTHDF3,bladder,0,RBAK,RBAK-202,3.692177241370242,0.11588291449187318,0.8841170855081268,uterus,YTHDF3-205,YAP1,YAP1-208,3.849327185944396,0.8939886760631248,0.10601132393687518,0.0,0,False
IGSF8,bladder,IGSF8-202,TBP,TBP-207,3.691861800972918,0.0986003212377487,0.9013996787622514,uterus,0,SF1,SF1-211,4.328878565606422,0.9076002061610435,0.09239979383895647,0.0,0,False
SCRIB,bladder,SCRIB-206,GATA6,GATA6-201,3.691780217144001,0.12066497934213982,0.8793350206578602,uterus,SCRIB-201,TAF4,TAF4-201,3.97826067804042,0.9069137562366358,0.09308624376336416,0.0,0,False
MMS19,bladder,MMS19-215,NFYC,NFYC-204,3.691321813841132,0.09437697993664201,0.9056230200633579,uterus,MMS19-202,SF1,SF1-211,4.27076714468964,0.9076002061610435,0.09239979383895647,4.45633910934603,Upregulated,False
ETV5,bladder,0,ETV5,ETV5-201,3.6907938332255337,0.07668585526315791,0.923314144736842,uterus,0,ETV5,ETV5-201,6.334381986922036,0.9233141447368421,0.07668585526315785,0.0,0,False
CLPTM1L,bladder,CLPTM1L-211,MTA2,MTA2-207,3.690512526079584,0.08243591780855408,0.9175640821914459,uterus,CLPTM1L-201,YBX1,YBX1-201,4.687291292728857,0.848938114208327,0.151061885791673,0.0,0,False
ANXA4,bladder,ANXA4-207,TRIM25,TRIM25-208,3.68681569873257,0.11525470830928414,0.8847452916907159,uterus,ANXA4-204,LRRFIP1,LRRFIP1-202,4.760150814251511,0.8604855785065638,0.13951442149343618,0.0,0,False
EFS,bladder,EFS-201,PAWR,PAWR-207,3.686035480767415,0.0,0.0,uterus,EFS-202,CIC,CIC-204,4.200267960081501,0.9467628749292586,0.05323712507074141,0.0,0,False
CAND1,bladder,CAND1-203,NONO,NONO-206,3.6856987068585214,0.13742708398670261,0.8625729160132973,uterus,CAND1-204,CREBZF,CREBZF-204,4.987023746979529,0.9200614512072216,0.0799385487927784,0.0,0,False
ENO1,bladder,ENO1-203,ZNF384,ZNF384-202,3.6843782021090905,0.10987740133983677,0.8901225986601632,uterus,ENO1-203,ENO1,ENO1-206,4.841918513691102,0.8551328306371092,0.1448671693628908,0.0,0,False
VHL,bladder,VHL-201,ZNF384,ZNF384-214,3.68261785164557,0.0,0.0,uterus,VHL-201,SFPQ,SFPQ-202,4.482520999457153,0.9045566270710954,0.09544337292890459,0.0,0,False
GARS1,bladder,GARS1-201,FGF2,FGF2-201,3.680096863982992,0.09144292404182562,0.9085570759581744,uterus,GARS1-208,SND1,SND1-214,4.986149845858776,0.8979172499036009,0.10208275009639911,0.0,0,False
ADH5,bladder,ADH5-213,EWSR1,EWSR1-201,3.67821536589326,0.0,0.0,uterus,ADH5-208,SMARCE1,SMARCE1-211,4.2244305934251045,0.9376346223945389,0.062365377605461125,0.0,0,False
ACTA2,bladder,ACTA2-202,IRF9,IRF9-206,3.677797819014813,0.08693870862012452,0.9130612913798755,uterus,ACTA2-201,TGFB1I1,TGFB1I1-203,4.268863233134276,0.9256024619970756,0.07439753800292437,0.0,0,False
